Reading lines...
Read 6185 sentence pairs
Counting words...
Counted words:
ALL_SRC 129
ALL_TAR 31
Reading lines...
Read 1237 sentence pairs
Counting words...
Counted words:
TEST_1_SRC 123
TEST_1_TAR 31
sentence, variant, correct, trajectory, translationtime, solvetime
"go through the yellow room then to the third floor .", "F ( blue_room & F ( third_floor ) )", False, , , 
"go through the yellow room then to the third floor .", "F ( landmark_2 & F ( third_floor ) )", False, , , 
"navigate to the second floor through the purple room .", "F ( purple_room & F ( second_floor ) )", True, , , 
"navigate to the second floor through the purple room .", "F ( purple_room & F ( first_floor ) )", False, , , 
"navigate to the second floor through the purple room .", "F ( purple_room & F ( third_floor ) )", False, , , 
"navigate to the second floor through the purple room .", "F ( purple_room & F ( purple_room ) )", False, , , 
"navigate to the second floor through the purple room .", "F ( second_floor & F ( second_floor ) )", False, , , 
"go to the yellow room without touching landmark one .", "F ( yellow_room & ~landmark_1 )", False, , , 
"go to the yellow room without touching landmark one .", "F ( yellow_room & ~landmark_2 )", True, , , 
"go to the yellow room without touching landmark one .", "F ( blue_room & ~landmark_1 )", False, , , 
"go to the yellow room without touching landmark one .", "F ( green_room & ~landmark_1 )", False, , , 
"go to the yellow room without touching landmark one .", "F ( yellow_room & ~blue_room )", False, , , 
"go to the yellow room without touching landmark one .", "F ( red_room & ~landmark_1 )", False, , , 
"go to the yellow room without touching landmark one .", "F ( orange_room & ~landmark_1 )", False, , , 
"go to the yellow room without touching landmark one .", "F ( yellow_room & ~landmark_3 )", False, , , 
"go to the yellow room without touching landmark one .", "F ( yellow_room & ~purple_room )", False, , , 
"always avoid the orange room while navigating to the second floor .", "F ( second_floor & ~orange_room )", True, , , 
"always avoid the orange room while navigating to the second floor .", "F ( third_floor & ~orange_room )", False, , , 
"always avoid the orange room while navigating to the second floor .", "F ( first_floor & ~orange_room )", False, , , 
"always avoid the orange room while navigating to the second floor .", "F ( second_floor & ~green_room )", False, , , 
"always avoid the orange room while navigating to the second floor .", "F ( second_floor & ~red_room )", False, , , 
"always avoid the orange room while navigating to the second floor .", "F ( second_floor & ~purple_room )", False, , , 
"always avoid the orange room while navigating to the second floor .", "F ( green_room & ~orange_room )", False, , , 
"always avoid the orange room while navigating to the second floor .", "F ( orange_room & ~orange_room )", False, , , 
"always avoid landmark two and go to the red room .", "F ( red_room & ~landmark_2 )", True, , , 
"always avoid landmark two and go to the red room .", "F ( green_room & ~landmark_2 )", False, , , 
"always avoid landmark two and go to the red room .", "F ( landmark_2 & ~landmark_2 )", False, , , 
"always avoid landmark two and go to the red room .", "F ( yellow_room & ~landmark_2 )", False, , , 
"always avoid landmark two and go to the red room .", "F ( red_room & ~landmark_1 )", False, , , 
"always avoid landmark two and go to the red room .", "F ( orange_room & ~landmark_2 )", False, , , 
"always avoid landmark two and go to the red room .", "F ( ~landmark_2 & ~landmark_2 )", False, , , 
"always avoid landmark two and go to the red room .", "F ( red_room & ~green_room )", False, , , 
"go to the green room without going to the blue room", "F ( green_room & ~blue_room )", True, , , 
"go to the green room without going to the blue room", "F ( blue_room & ~blue_room )", False, , , 
"go to the green room without going to the blue room", "F ( purple_room & ~blue_room )", False, , , 
"go to the green room without going to the blue room", "F ( third_floor & ~blue_room )", False, , , 
"go to the green room without going to the blue room", "F ( yellow_room & ~blue_room )", False, , , 
"go to the green room without going to the blue room", "F ( orange_room & ~blue_room )", False, , , 
"go to the green room without going to the blue room", "F ( second_floor & ~blue_room )", False, , , 
"navigate to the purple room by passing through the second floor .", "F ( second_floor & F ( purple_room ) )", True, , , 
"navigate to the purple room by passing through the second floor .", "F ( third_floor & F ( purple_room ) )", False, , , 
"navigate to the purple room by passing through the second floor .", "F ( first_floor & F ( purple_room ) )", False, , , 
"navigate to the purple room by passing through the second floor .", "F ( purple_room & F ( purple_room ) )", False, , , 
"navigate to the purple room by passing through the second floor .", "F ( second_floor & F ( orange_room ) )", False, , , 
"navigate to the purple room by passing through the second floor .", "F ( second_floor & F ( second_floor ) )", False, , , 
"navigate to the purple room by passing through the second floor .", "F ( second_floor & F ( blue_room ) )", False, , , 
"navigate to the purple room by passing through the second floor .", "F ( second_floor & F ( green_room ) )", False, , , 
"go to landmark one by avoiding the green room and then stay there or continue to the green room .", "~ ( green_room ) U ( landmark_1 )", True, , , 
"go to landmark one by avoiding the green room and then stay there or continue to the green room .", "~ ( landmark_1 ) U ( landmark_1 )", False, , , 
"go to landmark one by avoiding the green room and then stay there or continue to the green room .", "~ ( green_room ) U ( green_room )", False, , , 
"go to landmark one by avoiding the green room and then stay there or continue to the green room .", "~ ( green_room ) U ( landmark_3 )", False, , , 
"go to landmark one by avoiding the green room and then stay there or continue to the green room .", "~ ( yellow_room ) U ( landmark_1 )", False, , , 
"go to landmark one by avoiding the green room and then stay there or continue to the green room .", "~ ( orange_room ) U ( landmark_1 )", False, , , 
"go to landmark one by avoiding the green room and then stay there or continue to the green room .", "~ ( landmark_1 ) U ( green_room )", False, , , 
"go to landmark one by avoiding the green room and then stay there or continue to the green room .", "~ ( green_room ) U ( landmark_2 )", False, , , 
"go to landmark one by avoiding the green room and then stay there or continue to the green room .", "~ ( purple_room ) U ( landmark_1 )", False, , , 
"go to landmark one by avoiding the green room and then stay there or continue to the green room .", "~ ( landmark_1 ) U ( landmark_3 )", False, , , 
"avoid landmark two until you go to the green room .", "~ ( green_room ) U ( green_room )", False, , , 
"avoid landmark two until you go to the green room .", "~ ( landmark_2 ) U ( green_room )", True, , , 
"avoid landmark two until you go to the green room .", "~ ( green_room ) U ( landmark_2 )", False, , , 
"avoid landmark two until you go to the green room .", "~ ( landmark_2 ) U ( landmark_2 )", False, , , 
"avoid landmark two until you go to the green room .", "~ ( green_room ) U ( purple_room )", False, , , 
"avoid landmark two until you go to the green room .", "~ ( landmark_2 ) U ( purple_room )", False, , , 
"avoid landmark two until you go to the green room .", "~ ( green_room ) U ( yellow_room )", False, , , 
"avoid landmark two until you go to the green room .", "~ ( green_room ) U ( orange_room )", False, , , 
"avoid landmark two until you go to the green room .", "~ ( landmark_2 ) U ( yellow_room )", False, , , 
"avoid landmark two until you go to the green room .", "~ ( landmark_2 ) U ( orange_room )", False, , , 
"avoid going through landmark two until you go through the blue room .", "~ ( landmark_2 ) U ( blue_room )", True, , , 
"avoid going through landmark two until you go through the blue room .", "~ ( blue_room ) U ( blue_room )", False, , , 
"avoid going through landmark two until you go through the blue room .", "~ ( landmark_1 ) U ( blue_room )", False, , , 
"avoid going through landmark two until you go through the blue room .", "~ ( yellow_room ) U ( blue_room )", False, , , 
"avoid going through landmark two until you go through the blue room .", "~ ( landmark_3 ) U ( blue_room )", False, , , 
"avoid going through landmark two until you go through the blue room .", "~ ( purple_room ) U ( blue_room )", False, , , 
"avoid going through landmark two until you go through the blue room .", "~ ( green_room ) U ( blue_room )", False, , , 
"always avoid the blue room to navigate to landmark two .", "F ( landmark_2 & ~blue_room )", True, , , 
"always avoid the blue room to navigate to landmark two .", "F ( third_floor & ~blue_room )", False, , , 
"always avoid the blue room to navigate to landmark two .", "F ( blue_room & ~blue_room )", False, , , 
"always avoid the blue room to navigate to landmark two .", "F ( landmark_1 & ~blue_room )", False, , , 
"always avoid the blue room to navigate to landmark two .", "F ( first_floor & ~blue_room )", False, , , 
"always avoid the blue room to navigate to landmark two .", "F ( landmark_3 & ~blue_room )", False, , , 
"always avoid the blue room to navigate to landmark two .", "F ( second_floor & ~blue_room )", False, , , 
"always avoid the blue room to navigate to landmark two .", "F ( landmark_2 & ~landmark_2 )", False, , , 
"avoid the yellow room until reaching landmark one .", "~ ( yellow_room ) U ( landmark_1 )", True, , , 
"avoid the yellow room until reaching landmark one .", "~ ( landmark_1 ) U ( landmark_1 )", False, , , 
"avoid the yellow room until reaching landmark one .", "~ ( yellow_room ) U ( yellow_room )", False, , , 
"avoid the yellow room until reaching landmark one .", "~ ( green_room ) U ( landmark_1 )", False, , , 
"avoid the yellow room until reaching landmark one .", "~ ( yellow_room ) U ( landmark_3 )", False, , , 
"avoid the yellow room until reaching landmark one .", "~ ( orange_room ) U ( landmark_1 )", False, , , 
"avoid the yellow room until reaching landmark one .", "~ ( yellow_room ) U ( landmark_2 )", False, , , 
"avoid the yellow room until reaching landmark one .", "~ ( landmark_1 ) U ( yellow_room )", False, , , 
"avoid the yellow room until reaching landmark one .", "~ ( yellow_room ) U ( green_room )", False, , , 
"avoid the yellow room until reaching landmark one .", "~ ( green_room ) U ( yellow_room )", False, , , 
"go to the red room and avoid the yellow room .", "F ( red_room & ~yellow_room )", True, , , 
"go to the red room and avoid the yellow room .", "F ( yellow_room & ~yellow_room )", False, , , 
"go to the red room and avoid the yellow room .", "F ( red_room & ~blue_room )", False, , , 
"go to the red room and avoid the yellow room .", "F ( red_room & ~purple_room )", False, , , 
"go to the red room and avoid the yellow room .", "F ( red_room & ~green_room )", False, , , 
"go to the red room and avoid the yellow room .", "F ( red_room & ~orange_room )", False, , , 
"go to the red room and avoid the yellow room .", "F ( red_room & ~red_room )", False, , , 
"go to the red room and avoid the yellow room .", "F ( yellow_room & ~blue_room )", False, , , 
"go to the red room and avoid the yellow room .", "F ( red_room & ~landmark_2 )", False, , , 
"move to the second floor by going through the orange room", "F ( orange_room & F ( second_floor ) )", True, , , 
"move to the second floor by going through the orange room", "F ( orange_room & F ( third_floor ) )", False, , , 
"move to the second floor by going through the orange room", "F ( orange_room & F ( first_floor ) )", False, , , 
"move to the second floor by going through the orange room", "F ( second_floor & F ( second_floor ) )", False, , , 
"move to the second floor by going through the orange room", "F ( purple_room & F ( second_floor ) )", False, , , 
"move to the second floor by going through the orange room", "F ( green_room & F ( second_floor ) )", False, , , 
"move to the second floor by going through the orange room", "F ( orange_room & F ( orange_room ) )", False, , , 
"move to the second floor by going through the orange room", "F ( yellow_room & F ( second_floor ) )", False, , , 
"go to landmark three and then the green room", "F ( landmark_3 & F ( green_room ) )", True, , , 
"go to landmark three and then the green room", "F ( green_room & F ( green_room ) )", False, , , 
"go to landmark three and then the green room", "F ( landmark_1 & F ( green_room ) )", False, , , 
"go to landmark three and then the green room", "F ( landmark_2 & F ( green_room ) )", False, , , 
"go to landmark three and then the green room", "F ( purple_room & F ( green_room ) )", False, , , 
"go to landmark three and then the green room", "F ( landmark_3 & F ( yellow_room ) )", False, , , 
"go to landmark three and then the green room", "F ( landmark_3 & F ( landmark_3 ) )", False, , , 
"go to landmark three and then the green room", "F ( landmark_3 & F ( first_floor ) )", False, , , 
"go to the twond floor but avoid the blue room .", "F ( third_floor & ~blue_room )", False, , , 
"go to the twond floor but avoid the blue room .", "F ( second_floor & ~blue_room )", False, , , 
"go to the twond floor but avoid the blue room .", "F ( first_floor & ~blue_room )", True, , , 
"go to the twond floor but avoid the blue room .", "F ( third_floor & ~purple_room )", False, , , 
"go to the twond floor but avoid the blue room .", "F ( third_floor & ~landmark_1 )", False, , , 
"go to the twond floor but avoid the blue room .", "F ( third_floor & ~orange_room )", False, , , 
"go to the twond floor but avoid the blue room .", "F ( blue_room & ~blue_room )", False, , , 
"go to the twond floor but avoid the blue room .", "F ( second_floor & ~purple_room )", False, , , 
"go to the twond floor but avoid the blue room .", "F ( third_floor & ~red_room )", False, , , 
"go to the second floor . if you reached the second floor then you may go to the red room .", "~ ( red_room ) U ( second_floor )", True, , , 
"go to the second floor . if you reached the second floor then you may go to the red room .", "~ ( red_room ) U ( red_room )", False, , , 
"go to the second floor . if you reached the second floor then you may go to the red room .", "~ ( red_room ) U ( third_floor )", False, , , 
"go to the second floor . if you reached the second floor then you may go to the red room .", "~ ( green_room ) U ( second_floor )", False, , , 
"go to the second floor . if you reached the second floor then you may go to the red room .", "~ ( red_room ) U ( green_room )", False, , , 
"go to the second floor . if you reached the second floor then you may go to the red room .", "~ ( red_room ) U ( first_floor )", False, , , 
"go to the second floor . if you reached the second floor then you may go to the red room .", "~ ( second_floor ) U ( second_floor )", False, , , 
"go to the yellow room then go to the orange room .", "F ( yellow_room & F ( orange_room ) )", True, , , 
"go to the yellow room then go to the orange room .", "F ( orange_room & F ( orange_room ) )", False, , , 
"go to the yellow room then go to the orange room .", "F ( yellow_room & F ( yellow_room ) )", False, , , 
"go to the yellow room then go to the orange room .", "F ( orange_room & F ( yellow_room ) )", False, , , 
"go to the yellow room then go to the orange room .", "F ( green_room & F ( orange_room ) )", False, , , 
"go to the yellow room then go to the orange room .", "F ( red_room & F ( orange_room ) )", False, , , 
"go to the yellow room then go to the orange room .", "F ( yellow_room & F ( green_room ) )", False, , , 
"go to the yellow room then go to the orange room .", "F ( yellow_room & F ( red_room ) )", False, , , 
"go to the yellow room then go to the orange room .", "F ( orange_room & F ( green_room ) )", False, , , 
"avoid the blue room until going to landmark two .", "~ ( blue_room ) U ( landmark_2 )", True, , , 
"avoid the blue room until going to landmark two .", "~ ( landmark_2 ) U ( landmark_2 )", False, , , 
"avoid the blue room until going to landmark two .", "~ ( yellow_room ) U ( landmark_2 )", False, , , 
"avoid the blue room until going to landmark two .", "~ ( orange_room ) U ( landmark_2 )", False, , , 
"avoid the blue room until going to landmark two .", "~ ( blue_room ) U ( blue_room )", False, , , 
"avoid the blue room until going to landmark two .", "~ ( purple_room ) U ( landmark_2 )", False, , , 
"avoid the blue room until going to landmark two .", "~ ( green_room ) U ( landmark_2 )", False, , , 
"avoid the blue room until going to landmark two .", "~ ( landmark_1 ) U ( landmark_2 )", False, , , 
"avoid the blue room until going to landmark two .", "~ ( blue_room ) U ( landmark_1 )", False, , , 
"avoid the blue room until going to landmark two .", "~ ( landmark_2 ) U ( blue_room )", False, , , 
"navigate to the red room before you go to landmark one .", "F ( red_room & F ( landmark_1 ) )", True, , , 
"navigate to the red room before you go to landmark one .", "F ( landmark_1 & F ( landmark_1 ) )", False, , , 
"navigate to the red room before you go to landmark one .", "F ( green_room & F ( landmark_1 ) )", False, , , 
"navigate to the red room before you go to landmark one .", "F ( orange_room & F ( landmark_1 ) )", False, , , 
"navigate to the red room before you go to landmark one .", "F ( yellow_room & F ( landmark_1 ) )", False, , , 
"navigate to the red room before you go to landmark one .", "F ( red_room & F ( landmark_3 ) )", False, , , 
"navigate to the red room before you go to landmark one .", "F ( purple_room & F ( landmark_1 ) )", False, , , 
"navigate to the red room before you go to landmark one .", "F ( red_room & F ( landmark_2 ) )", False, , , 
"navigate to the red room before you go to landmark one .", "F ( second_floor & F ( landmark_1 ) )", False, , , 
"go to the second floor but do not go through the yellow room first .", "~ ( yellow_room ) U ( second_floor )", True, , , 
"go to the second floor but do not go through the yellow room first .", "~ ( yellow_room ) U ( third_floor )", False, , , 
"go to the second floor but do not go through the yellow room first .", "~ ( yellow_room ) U ( first_floor )", False, , , 
"go to the second floor but do not go through the yellow room first .", "~ ( green_room ) U ( second_floor )", False, , , 
"go to the second floor but do not go through the yellow room first .", "~ ( second_floor ) U ( second_floor )", False, , , 
"go to the second floor but do not go through the yellow room first .", "~ ( blue_room ) U ( second_floor )", False, , , 
"go to the second floor but do not go through the yellow room first .", "~ ( green_room ) U ( third_floor )", False, , , 
"go to the second floor but do not go through the yellow room first .", "~ ( red_room ) U ( second_floor )", False, , , 
"go to the second floor but do not go through the yellow room first .", "~ ( orange_room ) U ( second_floor )", False, , , 
"go to the second floor but do not go through the yellow room first .", "~ ( landmark_1 ) U ( second_floor )", False, , , 
"go to the green room without going through the yellow room .", "~ ( green_room ) U ( green_room )", False, , , 
"go to the green room without going through the yellow room .", "~ ( green_room ) U ( yellow_room )", False, , , 
"go to the green room without going through the yellow room .", "~ ( yellow_room ) U ( green_room )", True, , , 
"go to the green room without going through the yellow room .", "~ ( yellow_room ) U ( yellow_room )", False, , , 
"go to the green room without going through the yellow room .", "~ ( green_room ) U ( blue_room )", False, , , 
"go to the green room without going through the yellow room .", "~ ( green_room ) U ( orange_room )", False, , , 
"go to the green room without going through the yellow room .", "~ ( yellow_room ) U ( blue_room )", False, , , 
"go to the green room without going through the yellow room .", "~ ( green_room ) U ( purple_room )", False, , , 
"go to the green room without going through the yellow room .", "~ ( green_room ) U ( red_room )", False, , , 
"go to the green room without going through the yellow room .", "~ ( yellow_room ) U ( orange_room )", False, , , 
"go to landmark three before going to the second floor .", "F ( landmark_3 & F ( second_floor ) )", True, , , 
"go to landmark three before going to the second floor .", "F ( landmark_3 & F ( first_floor ) )", False, , , 
"go to landmark three before going to the second floor .", "F ( landmark_1 & F ( second_floor ) )", False, , , 
"go to landmark three before going to the second floor .", "F ( landmark_2 & F ( second_floor ) )", False, , , 
"go to landmark three before going to the second floor .", "F ( landmark_3 & F ( third_floor ) )", False, , , 
"go to landmark three before going to the second floor .", "F ( second_floor & F ( second_floor ) )", False, , , 
"first go to the blue room and then go to landmark one .", "F ( blue_room & F ( landmark_1 ) )", True, , , 
"first go to the blue room and then go to landmark one .", "F ( landmark_1 & F ( landmark_1 ) )", False, , , 
"first go to the blue room and then go to landmark one .", "F ( blue_room & F ( landmark_3 ) )", False, , , 
"first go to the blue room and then go to landmark one .", "F ( orange_room & F ( landmark_1 ) )", False, , , 
"first go to the blue room and then go to landmark one .", "F ( blue_room & F ( landmark_2 ) )", False, , , 
"first go to the blue room and then go to landmark one .", "F ( blue_room & F ( yellow_room ) )", False, , , 
"first go to the blue room and then go to landmark one .", "F ( yellow_room & F ( landmark_1 ) )", False, , , 
"first go to the blue room and then go to landmark one .", "F ( blue_room & F ( blue_room ) )", False, , , 
"first go to the blue room and then go to landmark one .", "F ( purple_room & F ( landmark_1 ) )", False, , , 
"navigate to the first floor through the yellow room .", "F ( yellow_room & F ( first_floor ) )", True, , , 
"navigate to the first floor through the yellow room .", "F ( yellow_room & F ( second_floor ) )", False, , , 
"navigate to the first floor through the yellow room .", "F ( yellow_room & F ( third_floor ) )", False, , , 
"navigate to the first floor through the yellow room .", "F ( orange_room & F ( first_floor ) )", False, , , 
"navigate to the first floor through the yellow room .", "F ( blue_room & F ( first_floor ) )", False, , , 
"navigate to the first floor through the yellow room .", "F ( green_room & F ( first_floor ) )", False, , , 
"navigate to the first floor through the yellow room .", "F ( first_floor & F ( first_floor ) )", False, , , 
"navigate to the first floor through the yellow room .", "F ( purple_room & F ( first_floor ) )", False, , , 
"go to or through the twond floor while avoiding going through the blue room", "~ ( blue_room ) U ( third_floor )", True, , , 
"go to or through the twond floor while avoiding going through the blue room", "~ ( blue_room ) U ( second_floor )", False, , , 
"go to or through the twond floor while avoiding going through the blue room", "~ ( blue_room ) U ( first_floor )", False, , , 
"go to or through the twond floor while avoiding going through the blue room", "~ ( green_room ) U ( third_floor )", False, , , 
"go to or through the twond floor while avoiding going through the blue room", "~ ( blue_room ) U ( blue_room )", False, , , 
"go to or through the twond floor while avoiding going through the blue room", "~ ( yellow_room ) U ( third_floor )", False, , , 
"go to or through the twond floor while avoiding going through the blue room", "~ ( orange_room ) U ( third_floor )", False, , , 
"go to or through the twond floor while avoiding going through the blue room", "~ ( landmark_1 ) U ( third_floor )", False, , , 
"go to or through the twond floor while avoiding going through the blue room", "~ ( purple_room ) U ( third_floor )", False, , , 
"go to or through the twond floor while avoiding going through the blue room", "~ ( third_floor ) U ( third_floor )", False, , , 
"go to the twond floor and then go to the yellow room .", "F ( second_floor & F ( yellow_room ) )", False, , , 
"go to the twond floor and then go to the yellow room .", "F ( first_floor & F ( yellow_room ) )", False, , , 
"go to the twond floor and then go to the yellow room .", "F ( third_floor & F ( yellow_room ) )", True, , , 
"go to the twond floor and then go to the yellow room .", "F ( yellow_room & F ( yellow_room ) )", False, , , 
"go to the twond floor and then go to the yellow room .", "F ( second_floor & F ( orange_room ) )", False, , , 
"go to the twond floor and then go to the yellow room .", "F ( second_floor & F ( landmark_1 ) )", False, , , 
"go to the twond floor then go to the yellow room", "F ( second_floor & F ( yellow_room ) )", False, , , 
"go to the twond floor then go to the yellow room", "F ( first_floor & F ( yellow_room ) )", False, , , 
"go to the twond floor then go to the yellow room", "F ( third_floor & F ( yellow_room ) )", True, , , 
"go to the twond floor then go to the yellow room", "F ( yellow_room & F ( yellow_room ) )", False, , , 
"go to the twond floor then go to the yellow room", "F ( second_floor & F ( orange_room ) )", False, , , 
"go to landmark two and avoid the blue room .", "F ( landmark_2 & ~blue_room )", True, , , 
"go to landmark two and avoid the blue room .", "F ( third_floor & ~blue_room )", False, , , 
"go to landmark two and avoid the blue room .", "F ( landmark_2 & ~landmark_2 )", False, , , 
"go to landmark two and avoid the blue room .", "F ( blue_room & ~blue_room )", False, , , 
"go to landmark two and avoid the blue room .", "F ( landmark_1 & ~blue_room )", False, , , 
"go to landmark two and avoid the blue room .", "F ( landmark_2 & ~purple_room )", False, , , 
"go to landmark two and avoid the blue room .", "F ( landmark_3 & ~blue_room )", False, , , 
"go to landmark two and avoid the blue room .", "F ( landmark_2 & ~landmark_1 )", False, , , 
"go to landmark two and avoid the blue room .", "F ( first_floor & ~blue_room )", False, , , 
"go to landmark two then go to the orange room .", "F ( landmark_2 & F ( orange_room ) )", True, , , 
"go to landmark two then go to the orange room .", "F ( landmark_1 & F ( orange_room ) )", False, , , 
"go to landmark two then go to the orange room .", "F ( orange_room & F ( orange_room ) )", False, , , 
"go to landmark two then go to the orange room .", "F ( landmark_2 & F ( yellow_room ) )", False, , , 
"go to landmark two then go to the orange room .", "F ( landmark_3 & F ( orange_room ) )", False, , , 
"go to landmark two then go to the orange room .", "F ( landmark_2 & F ( green_room ) )", False, , , 
"go to landmark two then go to the orange room .", "F ( landmark_2 & F ( purple_room ) )", False, , , 
"go to landmark two then go to the orange room .", "F ( purple_room & F ( orange_room ) )", False, , , 
"go to landmark two then go to the orange room .", "F ( yellow_room & F ( orange_room ) )", False, , , 
"go to the first floor via the purple room .", "F ( purple_room & F ( first_floor ) )", True, , , 
"go to the first floor via the purple room .", "F ( purple_room & F ( second_floor ) )", False, , , 
"go to the first floor via the purple room .", "F ( purple_room & F ( third_floor ) )", False, , , 
"go to the first floor via the purple room .", "F ( purple_room & F ( purple_room ) )", False, , , 
"go to the first floor via the purple room .", "F ( landmark_2 & F ( first_floor ) )", False, , , 
"go to the first floor via the purple room .", "F ( first_floor & F ( first_floor ) )", False, , , 
"go to the first floor via the purple room .", "F ( orange_room & F ( first_floor ) )", False, , , 
"avoid the orange room", "F ( orange_room & ~orange_room )", False, , , 
"avoid the orange room", "F ( first_floor & ~orange_room )", False, , , 
"avoid the orange room", "F ( third_floor & ~orange_room )", True, , , 
"avoid the orange room", "F ( second_floor & ~orange_room )", False, , , 
"avoid the orange room", "F ( orange_room & ~green_room )", False, , , 
"go to the yellow room without going to the red room . if you reached the yellow room now you can go to the red room .", "~ ( yellow_room ) U ( red_room )", False, , , 
"go to the yellow room without going to the red room . if you reached the yellow room now you can go to the red room .", "~ ( red_room ) U ( red_room )", False, , , 
"go to the yellow room without going to the red room . if you reached the yellow room now you can go to the red room .", "~ ( yellow_room ) U ( yellow_room )", False, , , 
"go to the yellow room without going to the red room . if you reached the yellow room now you can go to the red room .", "~ ( red_room ) U ( yellow_room )", True, , , 
"go to the yellow room without going to the red room . if you reached the yellow room now you can go to the red room .", "~ ( yellow_room ) U ( orange_room )", False, , , 
"go to the yellow room without going to the red room . if you reached the yellow room now you can go to the red room .", "~ ( red_room ) U ( orange_room )", False, , , 
"go to the yellow room without going to the red room . if you reached the yellow room now you can go to the red room .", "~ ( green_room ) U ( red_room )", False, , , 
"go to the yellow room without going to the red room . if you reached the yellow room now you can go to the red room .", "~ ( orange_room ) U ( red_room )", False, , , 
"stay in the red room and go to landmark two .", "F ( landmark_2 ) & G ( red_room )", True, , , 
"stay in the red room and go to landmark two .", "F ( landmark_1 ) & G ( red_room )", False, , , 
"stay in the red room and go to landmark two .", "F ( landmark_2 ) & G ( purple_room )", False, , , 
"stay in the red room and go to landmark two .", "F ( landmark_2 ) & G ( orange_room )", False, , , 
"stay in the red room and go to landmark two .", "F ( landmark_2 ) & G ( yellow_room )", False, , , 
"stay in the red room and go to landmark two .", "F ( landmark_3 ) & G ( red_room )", False, , , 
"stay in the red room and go to landmark two .", "F ( landmark_2 ) & G ( green_room )", False, , , 
"go to the red room through landmark one", "F ( landmark_1 & F ( red_room ) )", True, , , 
"go to the red room through landmark one", "F ( landmark_1 & F ( orange_room ) )", False, , , 
"go to the red room through landmark one", "F ( landmark_1 & F ( landmark_1 ) )", False, , , 
"go to the red room through landmark one", "F ( landmark_1 & F ( green_room ) )", False, , , 
"go to the red room through landmark one", "F ( landmark_1 & F ( purple_room ) )", False, , , 
"go to the red room through landmark one", "F ( landmark_1 & F ( yellow_room ) )", False, , , 
"go to the red room through landmark one", "F ( landmark_1 & F ( second_floor ) )", False, , , 
"go to the red room through landmark one", "F ( landmark_1 & F ( landmark_2 ) )", False, , , 
"go to the red room through landmark one", "F ( landmark_1 & F ( blue_room ) )", False, , , 
"go to the third floor and then head to landmark one .", "F ( third_floor & F ( landmark_1 ) )", True, , , 
"go to the third floor and then head to landmark one .", "F ( first_floor & F ( landmark_1 ) )", False, , , 
"go to the third floor and then head to landmark one .", "F ( second_floor & F ( landmark_1 ) )", False, , , 
"go to the third floor and then head to landmark one .", "F ( third_floor & F ( landmark_3 ) )", False, , , 
"go to the third floor and then head to landmark one .", "F ( landmark_1 & F ( landmark_1 ) )", False, , , 
"go to the third floor and then head to landmark one .", "F ( third_floor & F ( landmark_2 ) )", False, , , 
"go to the third floor and then head to landmark one .", "F ( third_floor & F ( yellow_room ) )", False, , , 
"go to the red room but avoid landmark two . if you reached to the red room then you can head to landmark two or stay put .", "~ ( landmark_2 ) U ( red_room )", True, , , 
"go to the red room but avoid landmark two . if you reached to the red room then you can head to landmark two or stay put .", "~ ( landmark_2 ) U ( landmark_2 )", False, , , 
"go to the red room but avoid landmark two . if you reached to the red room then you can head to landmark two or stay put .", "~ ( landmark_2 ) U ( green_room )", False, , , 
"go to the red room but avoid landmark two . if you reached to the red room then you can head to landmark two or stay put .", "~ ( landmark_2 ) U ( orange_room )", False, , , 
"go to the red room but avoid landmark two . if you reached to the red room then you can head to landmark two or stay put .", "~ ( landmark_2 ) U ( purple_room )", False, , , 
"go to the red room but avoid landmark two . if you reached to the red room then you can head to landmark two or stay put .", "~ ( red_room ) U ( red_room )", False, , , 
"go to the red room but avoid landmark two . if you reached to the red room then you can head to landmark two or stay put .", "~ ( landmark_1 ) U ( red_room )", False, , , 
"go to the red room but avoid landmark two . if you reached to the red room then you can head to landmark two or stay put .", "~ ( landmark_2 ) U ( yellow_room )", False, , , 
"go to the red room but avoid landmark two . if you reached to the red room then you can head to landmark two or stay put .", "~ ( landmark_2 ) U ( blue_room )", False, , , 
"move to the red room first then travel to landmark three .", "F ( red_room & F ( landmark_3 ) )", True, , , 
"move to the red room first then travel to landmark three .", "F ( landmark_3 & F ( landmark_3 ) )", False, , , 
"move to the red room first then travel to landmark three .", "F ( green_room & F ( landmark_3 ) )", False, , , 
"move to the red room first then travel to landmark three .", "F ( yellow_room & F ( landmark_3 ) )", False, , , 
"move to the red room first then travel to landmark three .", "F ( purple_room & F ( landmark_3 ) )", False, , , 
"move to the red room first then travel to landmark three .", "F ( orange_room & F ( landmark_3 ) )", False, , , 
"move to the red room first then travel to landmark three .", "F ( red_room & F ( landmark_1 ) )", False, , , 
"move to the red room first then travel to landmark three .", "F ( first_floor & F ( landmark_3 ) )", False, , , 
"move to the red room first then travel to landmark three .", "F ( red_room & F ( landmark_2 ) )", False, , , 
"move to the red room first then travel to landmark three .", "F ( landmark_1 & F ( landmark_3 ) )", False, , , 
"move to the red room without leaving the first floor .", "F ( red_room ) & G ( first_floor )", True, , , 
"move to the red room without leaving the first floor .", "F ( orange_room ) & G ( first_floor )", False, , , 
"move to the red room without leaving the first floor .", "F ( green_room ) & G ( first_floor )", False, , , 
